Order_ID,Product_Category,Country,Quantity,Delivery_Time_Days,Column1,Customer_Rating,Year, Unit_Price_USD ,Order_Amount,Return_Rate_%
2246,Sports & Outdoors,Kenya,1,6,8.47,4.5,2024,$619 ,$619 ,8.47%
2247,Clothing,India,10,10,1.58,3.9,2019,$60 ,$600 ,1.58%
2248,Sports & Outdoors,South Africa,7,9,0.22,1.4,2017,$974 ,"$6,818 ",0.22%
2249,Electronics,Germany,2,4,7.85,4.3,2024,$698 ,"$1,396 ",7.85%
2250,Electronics,Germany,2,8,0.75,3.7,2015,"$1,033 ","$2,066 ",0.75%
2251,Electronics,China,8,3,9.89,1.1,2022,"$1,661 ","$13,288 ",9.89%
2252,Electronics,Brazil,10,4,6.75,1.5,2017,$528 ,"$5,280 ",6.75%
2253,Electronics,China,10,10,7.53,3.5,2012,"$1,666 ","$16,660 ",7.53%
2254,Electronics,Ghana,10,4,2.46,3.7,2017,"$1,249 ","$12,490 ",2.46%
2255,Clothing,Nigeria,5,6,6.74,4,2017,$54 ,$270 ,6.74%
2256,Beauty & Health,France,10,9,0.43,3.9,2021,$35 ,$350 ,0.43%
2257,Sports & Outdoors,South Africa,2,6,8.38,3.6,2010,$386 ,$772 ,8.38%
2258,Electronics,South Africa,5,1,1.7,4.1,2013,"$1,952 ","$9,760 ",1.70%
2259,Clothing,Egypt,8,5,6.97,3.3,2016,$185 ,"$1,480 ",6.97%
2260,Clothing,Egypt,6,9,2.24,2,2022,$54 ,$324 ,2.24%
2261,Clothing,Nigeria,3,5,0.68,4.6,2023,$69 ,$207 ,0.68%
2262,Beauty & Health,China,8,6,4.81,1.1,2020,$65 ,$520 ,4.81%
2263,Sports & Outdoors,Ghana,9,3,1.69,2.5,2010,$71 ,$639 ,1.69%
2264,Beauty & Health,Brazil,5,8,7.29,3.9,2012,$56 ,$280 ,7.29%
2265,Home & Kitchen,USA,2,10,2.38,2.7,2012,$346 ,$692 ,2.38%
2266,Clothing,Egypt,2,11,3.42,1.1,2015,$71 ,$142 ,3.42%
2267,Home & Kitchen,Ghana,7,13,5.67,1.3,2014,$424 ,"$2,968 ",5.67%
2268,Electronics,Kenya,1,4,2.85,3.6,2021,$422 ,$422 ,2.85%
2269,Electronics,Germany,10,4,3.78,4.9,2020,"$1,714 ","$17,140 ",3.78%
2270,Beauty & Health,Germany,2,11,8.16,3.2,2024,$53 ,$106 ,8.16%
2271,Sports & Outdoors,Ghana,10,12,1.79,3,2016,$249 ,"$2,490 ",1.79%
2272,Home & Kitchen,Nigeria,4,5,0.82,2.3,2012,$358 ,"$1,432 ",0.82%
2273,Sports & Outdoors,Brazil,1,14,3.28,2,2020,$390 ,$390 ,3.28%
2274,Beauty & Health,India,4,10,4.24,1.1,2010,$98 ,$392 ,4.24%
2275,Electronics,South Africa,10,9,5.43,2.1,2020,$655 ,"$6,550 ",5.43%
2276,Sports & Outdoors,Nigeria,5,13,3.72,2.8,2024,$311 ,"$1,555 ",3.72%
2277,Sports & Outdoors,Ghana,9,8,7.9,1.8,2012,$456 ,"$4,104 ",7.90%
2278,Electronics,Brazil,1,7,0.39,1.3,2017,"$1,370 ","$1,370 ",0.39%
2279,Home & Kitchen,Brazil,5,5,4.32,3.9,2025,$442 ,"$2,210 ",4.32%
2280,Electronics,France,2,9,3.82,4.6,2014,$318 ,$636 ,3.82%
2281,Sports & Outdoors,UK,9,9,6.48,4.7,2024,$553 ,"$4,977 ",6.48%
2282,Home & Kitchen,Germany,6,10,9.66,3.5,2012,$144 ,$864 ,9.66%
2283,Home & Kitchen,Ghana,2,10,5.1,1.2,2023,$21 ,$42 ,5.10%
2284,Electronics,India,3,2,9.87,4,2017,"$1,907 ","$5,721 ",9.87%
2285,Sports & Outdoors,South Africa,8,4,3.02,1.4,2015,$491 ,"$3,928 ",3.02%
2286,Beauty & Health,UK,1,8,0.31,3.7,2024,$98 ,$98 ,0.31%
2287,Sports & Outdoors,Kenya,3,13,1.66,4.1,2012,$63 ,$189 ,1.66%
2288,Clothing,Egypt,10,14,3.95,3.9,2023,$119 ,"$1,190 ",3.95%
2289,Beauty & Health,France,1,1,3.16,4.8,2014,$69 ,$69 ,3.16%
2290,Home & Kitchen,Egypt,8,13,0.97,4,2010,$260 ,"$2,080 ",0.97%
2291,Beauty & Health,UK,1,5,4.33,3.8,2015,$95 ,$95 ,4.33%
2292,Home & Kitchen,UK,5,8,3.38,2,2024,$87 ,$435 ,3.38%
2293,Home & Kitchen,Egypt,4,2,1.23,4.7,2023,$85 ,$340 ,1.23%
2294,Beauty & Health,China,7,2,2.96,1.7,2021,$73 ,$511 ,2.96%
2295,Home & Kitchen,South Africa,5,13,8.86,4.6,2022,$203 ,"$1,015 ",8.86%
2296,Home & Kitchen,South Africa,8,8,3.02,2.3,2023,$172 ,"$1,376 ",3.02%
2297,Clothing,USA,1,10,7.14,1.5,2018,$179 ,$179 ,7.14%
2298,Sports & Outdoors,India,5,12,6.12,4.3,2021,$494 ,"$2,470 ",6.12%
2299,Sports & Outdoors,Kenya,4,9,4.27,1,2016,$861 ,"$3,444 ",4.27%
2300,Clothing,South Africa,3,7,2.39,4.3,2024,$34 ,$102 ,2.39%
2301,Beauty & Health,India,5,8,3.69,2,2020,$86 ,$430 ,3.69%
2302,Electronics,Kenya,10,5,5.92,4.5,2022,"$1,706 ","$17,060 ",5.92%
2303,Electronics,Kenya,3,1,3.51,3.8,2017,$924 ,"$2,772 ",3.51%
2304,Electronics,UK,8,4,2.15,3.7,2015,"$1,346 ","$10,768 ",2.15%
2305,Clothing,Kenya,3,2,1.16,2.5,2020,$169 ,$507 ,1.16%
2306,Clothing,France,1,3,8.8,1.2,2014,$59 ,$59 ,8.80%
2307,Home & Kitchen,Egypt,9,12,4.4,4.3,2024,$89 ,$801 ,4.40%
2308,Electronics,China,9,3,6.25,1.7,2021,$237 ,"$2,133 ",6.25%
2309,Beauty & Health,USA,6,9,4.9,2.5,2015,$26 ,$156 ,4.90%
2310,Beauty & Health,Ghana,10,13,8.73,3.4,2016,$99 ,$990 ,8.73%
2311,Electronics,Nigeria,1,10,5.47,2.9,2025,$652 ,$652 ,5.47%
2312,Electronics,USA,8,4,4.81,1.8,2018,"$1,426 ","$11,408 ",4.81%
2313,Electronics,France,2,2,9.25,1.6,2017,$486 ,$972 ,9.25%
2314,Clothing,USA,9,3,7.2,1.5,2014,$87 ,$783 ,7.20%
2315,Clothing,Kenya,8,3,1.12,4.5,2024,$62 ,$496 ,1.12%
2316,Clothing,UK,3,14,1.78,1.1,2016,$25 ,$75 ,1.78%
2317,Sports & Outdoors,Nigeria,5,7,7.87,4.9,2017,$906 ,"$4,530 ",7.87%
2318,Beauty & Health,South Africa,9,8,8.36,1.8,2010,$65 ,$585 ,8.36%
2319,Beauty & Health,UK,1,13,5.45,1.4,2025,$32 ,$32 ,5.45%
2320,Home & Kitchen,Kenya,9,11,5.54,3.3,2017,$177 ,"$1,593 ",5.54%
2321,Clothing,Kenya,4,13,6.32,1.3,2020,$139 ,$556 ,6.32%
2322,Sports & Outdoors,Nigeria,4,6,4.39,3.4,2016,$848 ,"$3,392 ",4.39%
2323,Sports & Outdoors,Nigeria,4,4,6.8,4.4,2020,$971 ,"$3,884 ",6.80%
2324,Beauty & Health,Germany,10,6,1.08,1.2,2021,$59 ,$590 ,1.08%
2325,Clothing,Brazil,9,13,9.61,4.2,2021,$27 ,$243 ,9.61%
2326,Home & Kitchen,Brazil,6,11,7.5,2.6,2011,$469 ,"$2,814 ",7.50%
2327,Clothing,India,8,1,6.31,1.6,2011,$58 ,$464 ,6.31%
2328,Electronics,China,4,13,3.16,1.7,2021,$201 ,$804 ,3.16%
2329,Clothing,UK,3,10,1.61,4.7,2015,$51 ,$153 ,1.61%
2330,Electronics,South Africa,1,8,4.09,1.4,2025,$874 ,$874 ,4.09%
2331,Electronics,USA,10,1,6.62,4.5,2012,"$1,511 ","$15,110 ",6.62%
2332,Home & Kitchen,Kenya,7,5,6.34,3.2,2010,$185 ,"$1,295 ",6.34%
2333,Beauty & Health,Kenya,4,2,3.83,1.2,2024,$84 ,$336 ,3.83%
2334,Clothing,Germany,8,6,6.13,2.9,2017,$68 ,$544 ,6.13%
2335,Electronics,UK,3,9,8.14,4.3,2016,"$1,172 ","$3,516 ",8.14%
2336,Clothing,China,1,5,0.26,3.9,2013,$69 ,$69 ,0.26%
2337,Beauty & Health,UK,5,4,4.51,3,2025,$10 ,$50 ,4.51%
2338,Beauty & Health,Egypt,2,14,7.59,4.4,2023,$24 ,$48 ,7.59%
2339,Sports & Outdoors,India,3,2,5.46,1.5,2025,$818 ,"$2,454 ",5.46%
2340,Beauty & Health,Nigeria,6,12,6.51,4.6,2010,$87 ,$522 ,6.51%
2341,Home & Kitchen,South Africa,3,3,5.17,4.4,2011,$386 ,"$1,158 ",5.17%
2342,Electronics,China,3,6,9.92,3.8,2018,"$1,785 ","$5,355 ",9.92%
2343,Sports & Outdoors,Nigeria,6,8,0.55,4.3,2013,$616 ,"$3,696 ",0.55%
2344,Home & Kitchen,South Africa,5,14,4.91,3.2,2012,$480 ,"$2,400 ",4.91%
2345,Clothing,France,10,8,0.91,3.7,2017,$169 ,"$1,690 ",0.91%
2346,Electronics,Ghana,9,5,1.6,3.2,2013,"$1,170 ","$10,530 ",1.60%
2347,Beauty & Health,India,1,5,3.83,2.4,2016,$38 ,$38 ,3.83%
2348,Electronics,Brazil,3,10,1.56,3.3,2024,$598 ,"$1,794 ",1.56%
2349,Clothing,India,3,14,9.64,2,2022,$164 ,$492 ,9.64%
2350,Sports & Outdoors,Brazil,6,13,9.47,2.8,2023,$249 ,"$1,494 ",9.47%
2351,Sports & Outdoors,South Africa,8,3,3.36,2.1,2023,$319 ,"$2,552 ",3.36%
2352,Sports & Outdoors,Brazil,3,7,6.4,1.5,2023,$177 ,$531 ,6.40%
2353,Beauty & Health,Nigeria,3,13,5.34,2.3,2014,$37 ,$111 ,5.34%
2354,Home & Kitchen,India,6,6,8.16,4.4,2014,$425 ,"$2,550 ",8.16%
2355,Home & Kitchen,Kenya,8,1,6.27,2.5,2020,$261 ,"$2,088 ",6.27%
2356,Electronics,Nigeria,6,4,0,4,2015,$667 ,"$4,002 ",0.00%
2357,Beauty & Health,South Africa,10,6,7.63,1.7,2021,$27 ,$270 ,7.63%
2358,Sports & Outdoors,China,3,11,7.47,2.7,2022,$318 ,$954 ,7.47%
2359,Sports & Outdoors,UK,4,6,5.1,1.5,2013,$998 ,"$3,992 ",5.10%
2360,Clothing,Nigeria,1,11,9.03,1.6,2011,$63 ,$63 ,9.03%
2361,Clothing,Brazil,8,14,9.08,3.5,2015,$77 ,$616 ,9.08%
2362,Sports & Outdoors,Germany,4,12,5.24,3.4,2022,$584 ,"$2,336 ",5.24%
2363,Sports & Outdoors,Egypt,6,12,6.08,1.9,2014,$486 ,"$2,916 ",6.08%
2364,Beauty & Health,Kenya,3,3,9.97,2.9,2012,$44 ,$132 ,9.97%
2365,Home & Kitchen,Brazil,6,6,2.99,4.5,2013,$458 ,"$2,748 ",2.99%
2366,Clothing,Germany,9,12,3.25,1.7,2012,$95 ,$855 ,3.25%
2367,Home & Kitchen,South Africa,9,10,1.83,1.1,2012,$407 ,"$3,663 ",1.83%
2368,Beauty & Health,France,10,6,8.96,3.6,2013,$99 ,$990 ,8.96%
2369,Sports & Outdoors,Germany,3,12,7.44,1.2,2011,$157 ,$471 ,7.44%
2370,Home & Kitchen,Ghana,3,9,1.06,4.9,2013,$280 ,$840 ,1.06%
2371,Sports & Outdoors,France,4,9,9.82,3.4,2019,$945 ,"$3,780 ",9.82%
2372,Sports & Outdoors,India,7,2,7.31,2.9,2020,$669 ,"$4,683 ",7.31%
2373,Electronics,USA,3,4,8.51,2.7,2011,$391 ,"$1,173 ",8.51%
2374,Home & Kitchen,Kenya,10,9,0.48,3.3,2023,$224 ,"$2,240 ",0.48%
2375,Home & Kitchen,Brazil,8,14,5.05,1.4,2019,$186 ,"$1,488 ",5.05%
2376,Sports & Outdoors,India,8,13,6.99,4.7,2017,$716 ,"$5,728 ",6.99%
2377,Beauty & Health,India,6,4,5.43,3.5,2019,$47 ,$282 ,5.43%
2378,Electronics,USA,4,8,6.67,1.7,2025,$851 ,"$3,404 ",6.67%
2379,Sports & Outdoors,Nigeria,5,10,8.18,3.3,2014,$230 ,"$1,150 ",8.18%
2380,Clothing,South Africa,2,12,3.74,1.5,2022,$116 ,$232 ,3.74%
2381,Clothing,Kenya,6,3,8.49,1.1,2016,$160 ,$960 ,8.49%
2382,Electronics,UK,3,3,1.63,3.5,2020,"$1,511 ","$4,533 ",1.63%
2383,Beauty & Health,India,6,9,2.71,3.6,2013,$16 ,$96 ,2.71%
2384,Sports & Outdoors,France,5,11,0.43,3.3,2019,$143 ,$715 ,0.43%
2385,Home & Kitchen,India,2,10,3.64,1.7,2015,$63 ,$126 ,3.64%
2386,Electronics,UK,5,8,3.8,3.4,2022,"$1,019 ","$5,095 ",3.80%
2387,Beauty & Health,India,5,1,8.05,1.2,2021,$17 ,$85 ,8.05%
2388,Home & Kitchen,USA,9,10,6.53,3.4,2023,$138 ,"$1,242 ",6.53%
2389,Clothing,Germany,8,14,4.37,3.2,2019,$77 ,$616 ,4.37%
2390,Clothing,Germany,7,2,6.52,3.6,2013,$111 ,$777 ,6.52%
2391,Home & Kitchen,China,3,3,0.53,4.6,2024,$245 ,$735 ,0.53%
2392,Electronics,South Africa,10,14,1.8,4.4,2025,"$1,579 ","$15,790 ",1.80%
2393,Clothing,USA,4,11,6.27,4.9,2025,$99 ,$396 ,6.27%
2394,Sports & Outdoors,Egypt,6,2,6.41,4.9,2015,$949 ,"$5,694 ",6.41%
2395,Home & Kitchen,India,3,3,7.74,4.1,2010,$23 ,$69 ,7.74%
2396,Home & Kitchen,Kenya,9,8,4.03,4.8,2015,$280 ,"$2,520 ",4.03%
2397,Clothing,France,8,11,7.23,4.5,2015,$134 ,"$1,072 ",7.23%
2398,Electronics,Germany,6,11,6.84,3.9,2011,$932 ,"$5,592 ",6.84%
2399,Sports & Outdoors,Germany,4,12,9.63,1.3,2025,$643 ,"$2,572 ",9.63%
2400,Electronics,UK,7,14,2.15,1.2,2021,"$1,621 ","$11,347 ",2.15%
2401,Beauty & Health,UK,3,6,5.52,4.4,2019,$76 ,$228 ,5.52%
2402,Beauty & Health,China,10,14,6.02,3,2019,$78 ,$780 ,6.02%
2403,Clothing,Brazil,8,7,9.99,4.3,2018,$63 ,$504 ,9.99%
2404,Clothing,Nigeria,1,10,2.01,2.3,2024,$180 ,$180 ,2.01%
2405,Clothing,Egypt,3,13,5.23,2.6,2015,$196 ,$588 ,5.23%
2406,Beauty & Health,UK,5,10,3.46,3.8,2021,$93 ,$465 ,3.46%
2407,Electronics,UK,5,6,5.26,4.7,2024,"$1,218 ","$6,090 ",5.26%
2408,Electronics,China,10,1,2.32,1.4,2020,"$1,994 ","$19,940 ",2.32%
2409,Clothing,Kenya,2,11,0.48,4.4,2022,$196 ,$392 ,0.48%
2410,Sports & Outdoors,Brazil,10,3,5.73,4.2,2016,$470 ,"$4,700 ",5.73%
2411,Electronics,UK,8,13,3.36,2.3,2011,"$1,440 ","$11,520 ",3.36%
2412,Beauty & Health,China,5,1,1.82,2.4,2011,$42 ,$210 ,1.82%
2413,Home & Kitchen,France,7,12,3.24,1.2,2025,$241 ,"$1,687 ",3.24%
2414,Home & Kitchen,Kenya,7,10,0.49,1.1,2011,$150 ,"$1,050 ",0.49%
2415,Home & Kitchen,Nigeria,5,12,9.5,2.9,2019,$398 ,"$1,990 ",9.50%
2416,Sports & Outdoors,USA,8,9,5.81,1.4,2022,$596 ,"$4,768 ",5.81%
2417,Clothing,Kenya,9,13,8.15,1.8,2020,$14 ,$126 ,8.15%
2418,Beauty & Health,USA,4,9,4.23,4.4,2018,$95 ,$380 ,4.23%
2419,Sports & Outdoors,Germany,4,5,9.03,3.3,2012,$896 ,"$3,584 ",9.03%
2420,Beauty & Health,Brazil,8,4,4.83,3.5,2022,$94 ,$752 ,4.83%
2421,Beauty & Health,Nigeria,1,12,5.74,1.7,2013,$47 ,$47 ,5.74%
2422,Clothing,Brazil,4,9,4.92,4.3,2010,$197 ,$788 ,4.92%
2423,Home & Kitchen,Nigeria,6,9,7.33,4.5,2010,$40 ,$240 ,7.33%
2424,Clothing,Brazil,4,3,5.67,3.1,2013,$20 ,$80 ,5.67%
2425,Sports & Outdoors,Kenya,6,5,2.72,4.7,2023,$181 ,"$1,086 ",2.72%
2426,Sports & Outdoors,China,5,3,1.46,4.4,2011,$764 ,"$3,820 ",1.46%
2427,Sports & Outdoors,Brazil,9,10,6.06,3.9,2025,$149 ,"$1,341 ",6.06%
2428,Clothing,Ghana,10,2,4.89,3.9,2017,$30 ,$300 ,4.89%
2429,Beauty & Health,Nigeria,9,1,0.96,1.4,2022,$30 ,$270 ,0.96%
2430,Beauty & Health,India,4,12,3.96,2.1,2013,$80 ,$320 ,3.96%
2431,Electronics,USA,4,10,5.15,1.3,2025,"$1,196 ","$4,784 ",5.15%
2432,Sports & Outdoors,Nigeria,8,2,8.27,1,2012,$252 ,"$2,016 ",8.27%
2433,Beauty & Health,Germany,10,8,0.76,1.6,2012,$91 ,$910 ,0.76%
2434,Electronics,France,4,11,3.48,4.5,2015,"$1,229 ","$4,916 ",3.48%
2435,Beauty & Health,Ghana,2,8,8.23,2,2021,$9 ,$18 ,8.23%
2436,Sports & Outdoors,South Africa,2,3,6.48,4.9,2022,$28 ,$56 ,6.48%
2437,Home & Kitchen,India,1,7,2.9,3.4,2015,$133 ,$133 ,2.90%
2438,Sports & Outdoors,Nigeria,5,7,8.45,1.9,2015,$69 ,$345 ,8.45%
2439,Clothing,UK,6,2,4.93,3,2015,$19 ,$114 ,4.93%
2440,Beauty & Health,Kenya,9,9,4.98,1.9,2017,$62 ,$558 ,4.98%
2441,Beauty & Health,India,5,3,9.77,4.9,2017,$14 ,$70 ,9.77%
2442,Clothing,Kenya,6,2,9.47,4.4,2018,$87 ,$522 ,9.47%
2443,Clothing,Brazil,6,12,3.59,1.1,2010,$45 ,$270 ,3.59%
2444,Home & Kitchen,Brazil,3,3,1.41,4.8,2019,$216 ,$648 ,1.41%
2445,Beauty & Health,India,4,2,3.26,3.9,2017,$60 ,$240 ,3.26%
2446,Beauty & Health,Kenya,1,8,0.3,1.3,2014,$66 ,$66 ,0.30%
2447,Home & Kitchen,Egypt,4,5,0.21,3.7,2012,$256 ,"$1,024 ",0.21%
2448,Electronics,India,1,3,3.96,3.6,2020,"$1,928 ","$1,928 ",3.96%
2449,Home & Kitchen,Ghana,5,5,9.41,1.9,2019,$183 ,$915 ,9.41%
2450,Sports & Outdoors,Ghana,8,11,8.71,4,2012,$531 ,"$4,248 ",8.71%
2451,Beauty & Health,USA,8,11,5.11,1.3,2015,$52 ,$416 ,5.11%
2452,Clothing,Nigeria,5,8,5.65,3,2017,$159 ,$795 ,5.65%
2453,Sports & Outdoors,South Africa,10,7,0.06,1,2019,$874 ,"$8,740 ",0.06%
2454,Beauty & Health,Kenya,2,6,2.16,4.9,2011,$84 ,$168 ,2.16%
2455,Home & Kitchen,Nigeria,6,14,0.25,4,2021,$75 ,$450 ,0.25%
2456,Sports & Outdoors,Ghana,1,13,7.55,1.6,2018,$862 ,$862 ,7.55%
2457,Beauty & Health,Germany,7,1,1.46,2.4,2014,$52 ,$364 ,1.46%
2458,Electronics,Kenya,4,10,8.69,1.6,2014,"$1,571 ","$6,284 ",8.69%
2459,Electronics,Nigeria,5,1,6.43,4.1,2010,$856 ,"$4,280 ",6.43%
2460,Clothing,Ghana,6,1,2.29,1.2,2015,$46 ,$276 ,2.29%
2461,Beauty & Health,France,1,14,1.58,4.4,2022,$45 ,$45 ,1.58%
2462,Electronics,Ghana,9,10,6.28,4.8,2020,$616 ,"$5,544 ",6.28%
2463,Home & Kitchen,Brazil,10,14,9.01,3.7,2020,$114 ,"$1,140 ",9.01%
2464,Beauty & Health,UK,4,8,7.18,1.9,2014,$81 ,$324 ,7.18%
2465,Home & Kitchen,Egypt,8,8,3.49,2.4,2016,$194 ,"$1,552 ",3.49%
2466,Home & Kitchen,Egypt,5,14,5.87,2.9,2016,$31 ,$155 ,5.87%
2467,Electronics,Brazil,8,7,3.11,3.4,2025,$189 ,"$1,512 ",3.11%
2468,Beauty & Health,Brazil,1,6,9.99,3.7,2013,$66 ,$66 ,9.99%
2469,Sports & Outdoors,Kenya,8,4,7.49,3.2,2014,$199 ,"$1,592 ",7.49%
2470,Electronics,France,4,1,6.14,2.4,2019,"$1,884 ","$7,536 ",6.14%
2471,Electronics,France,2,9,4.23,4.6,2023,"$1,886 ","$3,772 ",4.23%
2472,Beauty & Health,Kenya,6,1,6.18,1.3,2025,$24 ,$144 ,6.18%
2473,Beauty & Health,Nigeria,2,4,3.42,2.9,2017,$98 ,$196 ,3.42%
2474,Home & Kitchen,Kenya,5,3,0.29,4.1,2011,$158 ,$790 ,0.29%
2475,Beauty & Health,South Africa,2,7,3.95,1.2,2010,$11 ,$22 ,3.95%
2476,Home & Kitchen,South Africa,3,5,9.3,3.8,2023,$364 ,"$1,092 ",9.30%
2477,Electronics,Egypt,6,5,6.26,4.3,2015,$421 ,"$2,526 ",6.26%
2478,Clothing,Ghana,1,4,0.84,3.6,2020,$21 ,$21 ,0.84%
2479,Sports & Outdoors,Kenya,6,1,8.85,1.1,2023,$446 ,"$2,676 ",8.85%
2480,Electronics,China,3,5,2.69,1.7,2013,$395 ,"$1,185 ",2.69%
2481,Beauty & Health,Kenya,7,4,2.44,2.4,2022,$5 ,$35 ,2.44%
2482,Sports & Outdoors,Nigeria,2,14,2.97,1.9,2019,$589 ,"$1,178 ",2.97%
2483,Clothing,USA,6,10,5.77,4.9,2012,$140 ,$840 ,5.77%
2484,Clothing,Egypt,8,13,5.45,3.6,2025,$17 ,$136 ,5.45%
2485,Home & Kitchen,Egypt,1,8,4.91,2.2,2025,$104 ,$104 ,4.91%
2486,Sports & Outdoors,Egypt,9,2,7.18,4.7,2016,$507 ,"$4,563 ",7.18%
2487,Home & Kitchen,India,5,8,3.17,4,2017,$89 ,$445 ,3.17%
2488,Electronics,Ghana,5,1,7.82,2.1,2020,$952 ,"$4,760 ",7.82%
2489,Sports & Outdoors,Brazil,5,13,1.75,2.5,2021,$280 ,"$1,400 ",1.75%
2490,Electronics,Germany,6,4,7.83,1.8,2013,$587 ,"$3,522 ",7.83%
2491,Home & Kitchen,USA,2,3,6.64,4.9,2021,$296 ,$592 ,6.64%
2492,Sports & Outdoors,India,6,5,6.83,3.1,2021,$360 ,"$2,160 ",6.83%
2493,Home & Kitchen,China,4,13,4.82,4.6,2024,$343 ,"$1,372 ",4.82%
2494,Sports & Outdoors,China,8,5,6.67,2.4,2019,$420 ,"$3,360 ",6.67%
2495,Home & Kitchen,Ghana,9,5,0.8,4.4,2021,$371 ,"$3,339 ",0.80%
2496,Clothing,South Africa,9,12,8.52,1.2,2020,$75 ,$675 ,8.52%
2497,Home & Kitchen,Nigeria,8,4,0.56,4.9,2020,$449 ,"$3,592 ",0.56%
2498,Clothing,Brazil,3,8,1.49,4.6,2024,$128 ,$384 ,1.49%
2499,Home & Kitchen,South Africa,10,3,5.77,2.5,2015,$61 ,$610 ,5.77%
2500,Sports & Outdoors,Brazil,4,12,7.39,4.1,2022,$187 ,$748 ,7.39%
2501,Sports & Outdoors,France,1,4,0.76,4,2020,$367 ,$367 ,0.76%
2502,Sports & Outdoors,Egypt,9,1,9.21,4.6,2020,$523 ,"$4,707 ",9.21%
2503,Beauty & Health,India,5,7,9.74,2.2,2024,$31 ,$155 ,9.74%
2504,Electronics,Brazil,6,1,6.06,2.9,2011,"$1,419 ","$8,514 ",6.06%
2505,Sports & Outdoors,UK,3,2,4.81,4.5,2017,$532 ,"$1,596 ",4.81%
2506,Clothing,Egypt,10,11,7.41,4.1,2015,$183 ,"$1,830 ",7.41%
2507,Sports & Outdoors,Egypt,8,7,3.28,2.6,2020,$414 ,"$3,312 ",3.28%
2508,Beauty & Health,Nigeria,7,1,4.93,4.4,2018,$43 ,$301 ,4.93%
2509,Clothing,India,1,11,9.16,1.2,2020,$27 ,$27 ,9.16%
2510,Beauty & Health,USA,10,3,9.56,4.1,2025,$95 ,$950 ,9.56%
2511,Clothing,South Africa,5,13,9.27,1.8,2022,$56 ,$280 ,9.27%
2512,Home & Kitchen,Brazil,10,6,2.62,2.1,2022,$216 ,"$2,160 ",2.62%
2513,Electronics,Brazil,9,6,2.32,3,2015,"$1,656 ","$14,904 ",2.32%
2514,Electronics,France,6,6,2.98,2.8,2015,$255 ,"$1,530 ",2.98%
2515,Beauty & Health,Egypt,8,11,4.41,3.1,2021,$5 ,$40 ,4.41%
2516,Electronics,Kenya,10,13,3.14,3.2,2011,$113 ,"$1,130 ",3.14%
2517,Beauty & Health,Germany,1,2,3.74,2.3,2025,$24 ,$24 ,3.74%
2518,Beauty & Health,Kenya,10,2,6.21,1.7,2014,$77 ,$770 ,6.21%
2519,Beauty & Health,Brazil,7,6,7.63,4.1,2018,$49 ,$343 ,7.63%
2520,Electronics,Kenya,3,10,7.36,2.6,2010,$544 ,"$1,632 ",7.36%
2521,Beauty & Health,Nigeria,9,5,8.14,3,2013,$31 ,$279 ,8.14%
2522,Electronics,UK,6,14,0.32,3.6,2019,$221 ,"$1,326 ",0.32%
2523,Beauty & Health,Brazil,5,7,0.48,4.6,2019,$60 ,$300 ,0.48%
2524,Sports & Outdoors,Brazil,8,7,7.89,3.8,2023,$839 ,"$6,712 ",7.89%
2525,Beauty & Health,UK,8,5,5.33,1.2,2012,$72 ,$576 ,5.33%
2526,Clothing,South Africa,3,8,5.78,4.4,2010,$46 ,$138 ,5.78%
2527,Beauty & Health,UK,2,10,0.53,5,2010,$86 ,$172 ,0.53%
2528,Home & Kitchen,China,2,6,2.55,2.9,2024,$173 ,$346 ,2.55%
2529,Beauty & Health,Kenya,5,5,6.38,4.9,2010,$53 ,$265 ,6.38%
2530,Clothing,Nigeria,10,4,8.59,3.2,2010,$190 ,"$1,900 ",8.59%
2531,Clothing,France,7,7,9.17,2.8,2024,$48 ,$336 ,9.17%
2532,Electronics,South Africa,8,4,5,2.3,2022,"$1,517 ","$12,136 ",5.00%
2533,Sports & Outdoors,Ghana,10,5,5.45,3.6,2011,$412 ,"$4,120 ",5.45%
2534,Beauty & Health,France,8,5,8.33,1.9,2020,$96 ,$768 ,8.33%
2535,Electronics,USA,8,1,5.38,1.4,2014,"$1,599 ","$12,792 ",5.38%
2536,Sports & Outdoors,USA,10,1,5.17,1.1,2011,$160 ,"$1,600 ",5.17%
2537,Beauty & Health,USA,3,3,9.05,2.2,2013,$22 ,$66 ,9.05%
2538,Home & Kitchen,India,2,14,7.9,2.6,2018,$154 ,$308 ,7.90%
2539,Beauty & Health,USA,4,11,9.09,3.2,2012,$76 ,$304 ,9.09%
2540,Clothing,Nigeria,1,3,2.18,2.2,2011,$14 ,$14 ,2.18%
2541,Clothing,France,3,2,5.24,4.9,2025,$16 ,$48 ,5.24%
2542,Home & Kitchen,Egypt,9,12,8.42,2.2,2013,$157 ,"$1,413 ",8.42%
2543,Electronics,Germany,7,2,1.11,2.8,2018,$806 ,"$5,642 ",1.11%
2544,Sports & Outdoors,South Africa,7,6,7.95,1.4,2013,$165 ,"$1,155 ",7.95%
2545,Beauty & Health,India,1,13,1.83,2,2024,$42 ,$42 ,1.83%
2546,Clothing,Ghana,7,1,8.08,1.2,2021,$35 ,$245 ,8.08%
2547,Electronics,Kenya,10,6,6.12,3.2,2014,"$1,632 ","$16,320 ",6.12%
2548,Home & Kitchen,China,7,5,1.93,4,2013,$436 ,"$3,052 ",1.93%
